Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft),
Goregaon,1 BHK Apartment,15000,575 sq.ft,Unfurnished,1,Missing,1,430 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,31000,675 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Jogeshwari,1 BHK Apartment,31000,750 sq.ft,Unfurnished,1,1,1,450 sq.ft,
Jogeshwari,1 BHK Apartment,31000,750 sq.ft,Unfurnished,1,Missing,1,480 sq.ft,
Jogeshwari,1 BHK Apartment,31000,660 sq.ft,Unfurnished,1,2,1,Missing,
Jogeshwari,1 BHK Apartment,31000,800 sq.ft,Unfurnished,1,Missing,1,Missing,
Kurla,1 BHK Apartment,31000,600 sq.ft,Unfurnished,1,Missing,1,490 sq.ft,
Kurla,1 BHK Apartment,15000,615 sq.ft,Unfurnished,1,1,2,415 sq.ft,Ruaka
Kurla,1 BHK Apartment,31000,715 sq.ft,Unfurnished,2,Missing,1,465 sq.ft,
Kurla,1 BHK Apartment,31000,750 sq.ft,Unfurnished,2,1,0,450 sq.ft,
Kurla,1 BHK Apartment,31000,720 sq.ft,Unfurnished,2,Missing,1,485 sq.ft,
Lalbaug,1 BHK Apartment,31000,355 sq.ft,Unfurnished,1,Missing,0,Missing,
Lalbaug,1 BHK Apartment,31000,365 sq.ft,Unfurnished,1,Missing,0,Missing,
Malad,2 BHK Apartment,31000,800 sq.ft,Unfurnished,2,Missing,0,Missing,
Parel,1 BHK Apartment,31000,365 sq.ft,Unfurnished,1,Missing,0,Missing,
Parel,1 BHK Apartment,31000,365 sq.ft,Unfurnished,1,Missing,0,Missing,
Powai,1 BHK Apartment,15000,650 sq.ft,Unfurnished,1,Missing,1,Missing,Ruaka
Powai,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,0,390 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,15000,649 sq.ft,Unfurnished,2,Missing,1,449 sq.ft,Ruaka
Andheri,1 BHK Apartment,22000,780 sq.ft,Unfurnished,2,Missing,1,430 sq.ft,Langata
Andheri,2 BHK Apartment,36000,780 sq.ft,Unfurnished,2,Missing,1,720 sq.ft,Langata
Bandra,1 BHK Apartment,30500,625 sq.ft,Unfurnished,1,1,2,475 sq.ft,
Chembur,1 BHK Apartment,30500,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,30500,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Kurla,1 BHK Apartment,30500,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Kurla,1 BHK Apartment,30500,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Vile Parle,1 BHK Apartment,15000,500 sq.ft,Unfurnished,Missing,Missing,0,Missing,Ruaka
Mulund,2 BHK Apartment,18000,900 sq.ft,Unfurnished,2,Missing,0,Missing,Ruaka
Andheri,1 BHK Apartment,11000,780 sq.ft,Unfurnished,1,Missing,2,410 sq.ft,Kawangware
Andheri,2 BHK Apartment,19000,800 sq.ft,Unfurnished,2,Missing,1,678 sq.ft,Kinoo
Andheri,2 BHK Apartment,25000,800 sq.ft,Unfurnished,2,Missing,1,600 sq.ft,Kikuyu
Andheri,2 BHK Apartment,40000,800 sq.ft,Unfurnished,2,Missing,1,Missing,Langata
Andheri,1 BHK Apartment,22000,800 sq.ft,Unfurnished,2,Missing,2,510 sq.ft,Langata
Andheri,2 BHK Apartment,13500,800 sq.ft,Unfurnished,2,1,1,650 sq.ft,Githurai
Andheri,2 BHK Apartment,28000,820 sq.ft,Unfurnished,2,1,2,710 sq.ft,Utawala
Andheri,2 BHK Apartment,58000,840 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,UpperHill
Andheri,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,1,2,700 sq.ft,UpperHill
Andheri,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,1,1,650 sq.ft,UpperHill
Andheri,2 BHK Apartment,55000,850 sq.ft,Fully Furnished,2,Missing,1,750 sq.ft,UpperHill
Andheri,2 BHK Apartment,55000,850 sq.ft,Fully Furnished,2,1,1,650 sq.ft,UpperHill
Andheri,2 BHK Apartment,18000,850 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,Pipeline
Andheri,3 BHK Apartment,28000,850 sq.ft,Unfurnished,3,Missing,1,Missing,Pipeline
Bandra,1 BHK Apartment,15000,650 sq.ft,Unfurnished,1,Missing,2,500 sq.ft,Ruaka
Bandra,1 RK Apartment,13000,450 sq.ft,Unfurnished,1,Missing,0,350 sq.ft,Ruaka
Bandra,1 BHK Apartment,15000,610 sq.ft,Unfurnished,2,Missing,1,488 sq.ft,Ruaka
Bandra,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,Missing,1,Missing,Ruaka
Bandra,1 BHK Apartment,15000,650 sq.ft,Unfurnished,1,Missing,2,Missing,Ruaka
Bandra,1 BHK Apartment,30000,580 sq.ft,Unfurnished,1,1,1,500 sq.ft,
Bhandup,2 BHK Apartment,30000,850 sq.ft,Unfurnished,2,2,2,665 sq.ft,
Bhandup,1 BHK Apartment,15000,704 sq.ft,Unfurnished,2,Missing,1,503 sq.ft,Ruaka
Bhandup,2 BHK Apartment,18000,825 sq.ft,Unfurnished,2,Missing,1,615 sq.ft,Ruaka
Bhandup,2 BHK Apartment,30000,1100 sq.ft,Unfurnished,2,Missing,1,740 sq.ft,
Bhandup,2 BHK Apartment,30000,800 sq.ft,Unfurnished,2,Missing,2,610 sq.ft,
Bhandup,2 BHK Apartment,30000,850 sq.ft,Unfurnished,2,Missing,1,790 sq.ft,
Bhandup,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,3,2,510 sq.ft,Ruaka
Bhandup,2 BHK Apartment,30000,1000 sq.ft,Unfurnished,2,Missing,0,Missing,
Bhandup,1 BHK Apartment,15000,610 sq.ft,Unfurnished,Missing,Missing,0,480 sq.ft,Ruaka
Bhandup,2 BHK Apartment,30000,920 sq.ft,Unfurnished,2,Missing,0,Missing,
Bhandup,2 BHK Apartment,30000,935 sq.ft,Unfurnished,2,Missing,0,800 sq.ft,
Bhandup,1 BHK Apartment,30000,510 sq.ft,Unfurnished,1,Missing,0,410 sq.ft,
Bhandup,2 BHK Apartment,18000,750 sq.ft,Unfurnished,2,Missing,1,500 sq.ft,Ruaka
Bhandup,1 BHK Apartment,30000,560 sq.ft,Unfurnished,1,Missing,1,430 sq.ft,
Bhandup,2 BHK Apartment,30000,907 sq.ft,Unfurnished,2,Missing,0,Missing,
Bhandup,2 BHK Apartment,30000,869 sq.ft,Unfurnished,2,Missing,0,669 sq.ft,
Bhandup,2 BHK Apartment,30000,1000 sq.ft,Unfurnished,2,1,1,700 sq.ft,
Byculla,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,Ruaka
Byculla,1 BHK Apartment,30000,575 sq.ft,Unfurnished,1,Missing,0,Missing,
Chembur,1 BHK Apartment,30000,600 sq.ft,Unfurnished,2,Missing,0,485 sq.ft,
Chembur,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,1,0,430 sq.ft,Ruaka
Chembur,1 BHK Apartment,30000,640 sq.ft,Unfurnished,1,Missing,0,430 sq.ft,
Chembur,2 BHK Apartment,30000,520 sq.ft,Unfurnished,2,2,1,480 sq.ft,
Chembur,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,30000,550 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,30000,550 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,30000,580 sq.ft,Unfurnished,1,Missing,1,460 sq.ft,
Chembur,1 BHK Apartment,30000,580 sq.ft,Unfurnished,1,Missing,1,460 sq.ft,
Chembur,2 BHK Apartment,30000,700 sq.ft,Unfurnished,2,2,1,550 sq.ft,
Chembur,1 BHK Apartment,30000,650 sq.ft,Unfurnished,1,Missing,1,478 sq.ft,
Chembur,1 BHK Apartment,30000,700 sq.ft,Unfurnished,1,Missing,0,380 sq.ft,
Chembur,2 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,1,600 sq.ft,
Chembur,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,30000,590 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,15000,550 sq.ft,Unfurnished,2,Missing,0,395 sq.ft,Ruaka
Chembur,1 BHK Apartment,15000,610 sq.ft,Unfurnished,1,1,2,410 sq.ft,Ruaka
Chembur,1 BHK Apartment,15000,610 sq.ft,Unfurnished,1,1,2,410 sq.ft,Ruaka
Chembur,1 BHK Apartment,30000,580 sq.ft,Unfurnished,1,Missing,1,420 sq.ft,
Chembur,1 BHK Apartment,30000,560 sq.ft,Unfurnished,1,Missing,1,430 sq.ft,
Chembur,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0,485 sq.ft,
Chembur,1 BHK Apartment,30000,800 sq.ft,Unfurnished,2,2,0,550 sq.ft,
Chembur,1 BHK Apartment,30000,780 sq.ft,Unfurnished,1,Missing,0,550 sq.ft,
Chembur,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Chembur,1 BHK Apartment,30000,650 sq.ft,Unfurnished,1,Missing,0,485 sq.ft,
Chembur,1 BHK Apartment,30000,550 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Chembur,1 BHK Apartment,30000,550 sq.ft,Unfurnished,2,Missing,0,460 sq.ft,
Chembur,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,1,480 sq.ft,
Chembur,2 BHK Apartment,18000,750 sq.ft,Unfurnished,2,Missing,1,620 sq.ft,Ruaka
Chembur,1 BHK Apartment,30000,560 sq.ft,Unfurnished,1,Missing,0,440 sq.ft,
Chembur,1 BHK Apartment,30000,680 sq.ft,Unfurnished,1,Missing,0,480 sq.ft,
Dadar,1 RK Apartment,30000,180 sq.ft,Unfurnished,1,Missing,0,150 sq.ft,
Dadar,2 BHK Apartment,30000,550 sq.ft,Unfurnished,1,Missing,2,500 sq.ft,
Dadar,2 BHK Apartment,30000,400 sq.ft,Unfurnished,1,1,2,400 sq.ft,
Dadar,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,Ruaka
Dadar,1 BHK Apartment,15000,550 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,Ruaka
Dadar,1 BHK Apartment,30000,400 sq.ft,Unfurnished,1,1,1,Missing,
Dadar,1 BHK Apartment,15000,450 sq.ft,Unfurnished,Missing,Missing,0,Missing,Ruaka
Dadar,1 BHK Apartment,30000,300 sq.ft,Unfurnished,1,Missing,0,250 sq.ft,
Dadar,1 RK Apartment,13000,250 sq.ft,Unfurnished,Missing,Missing,0,230 sq.ft,Ruaka
Ghatkopar,2 BHK Apartment,18000,700 sq.ft,Unfurnished,1,1,1,500 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,15000,622 sq.ft,Unfurnished,2,Missing,1,440 sq.ft,Ruaka
Ghatkopar,1 RK Apartment,13000,611 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,Ruaka
Ghatkopar,2 BHK Apartment,18000,880 sq.ft,Unfurnished,2,Missing,1,680 sq.ft,Ruaka
Ghatkopar,2 BHK Apartment,18000,600 sq.ft,Unfurnished,1,Missing,1,Missing,Ruaka
Ghatkopar,1 BHK Apartment,15000,750 sq.ft,Unfurnished,2,Missing,1,550 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,30000,644 sq.ft,Unfurnished,1,Missing,1,467 sq.ft,
Ghatkopar,1 BHK Apartment,30000,644 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Ghatkopar,1 BHK Apartment,30000,800 sq.ft,Unfurnished,2,Missing,0,Missing,
Ghatkopar,2 BHK Apartment,30000,900 sq.ft,Unfurnished,2,2,2,730 sq.ft,
Ghatkopar,1 BHK Apartment,15000,630 sq.ft,Unfurnished,1,2,2,585 sq.ft,Ruaka
Ghatkopar,2 BHK Apartment,30000,600 sq.ft,Unfurnished,2,Missing,0,577 sq.ft,
Ghatkopar,1 BHK Apartment,15000,610 sq.ft,Unfurnished,1,1,2,450 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,15000,510 sq.ft,Unfurnished,1,1,2,380 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,30000,850 sq.ft,Unfurnished,2,Missing,0,640 sq.ft,
Ghatkopar,2 BHK Apartment,30000,850 sq.ft,Unfurnished,2,Missing,1,520 sq.ft,
Ghatkopar,1 BHK Apartment,30000,450 sq.ft,Unfurnished,2,Missing,1,Missing,
Girgaon,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,4,0,450 sq.ft,
Girgaon,1 RK Apartment,30000,450 sq.ft,Unfurnished,1,1,1,Missing,
Goregaon,2 BHK Apartment,18000,981 sq.ft,Unfurnished,2,Missing,2,630 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,1050 sq.ft,Unfurnished,2,2,1,925 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,765 sq.ft,Unfurnished,2,2,1,Missing,Ruaka
Goregaon,3 BHK Apartment,30000,1760 sq.ft,Unfurnished,3,1,1,1300 sq.ft,
Goregaon,2 BHK Apartment,18000,1000 sq.ft,Unfurnished,2,2,,758 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,1050 sq.ft,Unfurnished,2,1,2,750 sq.ft,Ruaka
Goregaon,3 BHK Apartment,30000,1800 sq.ft,Unfurnished,3,1,2,1260 sq.ft,
Goregaon,2 BHK Apartment,18000,800 sq.ft,Unfurnished,1,1,1,675 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,630 sq.ft,Unfurnished,2,Missing,1,Missing,Ruaka
Goregaon,1 BHK Apartment,15000,615 sq.ft,Unfurnished,1,Missing,1,455 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,620 sq.ft,Unfurnished,2,1,1,460 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,0,475 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,567 sq.ft,Unfurnished,1,3,1,400 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,625 sq.ft,Unfurnished,2,1,1,460 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,700 sq.ft,Unfurnished,2,Missing,0,550 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,675 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,Ruaka
Goregaon,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,2,1,381 sq.ft,
Goregaon,3 BHK Apartment,30000,1862 sq.ft,Unfurnished,3,1,1,1470 sq.ft,
Goregaon,1 BHK Apartment,15000,600 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,Ruaka
Goregaon,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0,500 sq.ft,
Goregaon,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,1,455 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,1050 sq.ft,Unfurnished,2,2,1,762 sq.ft,Ruaka
Goregaon,2 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Goregaon,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Goregaon,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,0,380 sq.ft,Ruaka
Goregaon,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Govandi,1 BHK Apartment,15000,700 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,Ruaka
Grant Road,1 RK Apartment,30000,450 sq.ft,Unfurnished,1,1,1,Missing,
Jogeshwari,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,2,500 sq.ft,
Jogeshwari,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,500 sq.ft,
Jogeshwari,1 BHK Apartment,30000,675 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,30000,675 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Jogeshwari,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,1,435 sq.ft,
Jogeshwari,1 BHK Apartment,15000,550 sq.ft,Unfurnished,2,Missing,1,375 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,30000,450 sq.ft,Unfurnished,1,Missing,1,360 sq.ft,
Jogeshwari,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Jogeshwari,1 BHK Apartment,30000,675 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Jogeshwari,2 BHK Apartment,30000,900 sq.ft,Unfurnished,2,2,1,650 sq.ft,
Jogeshwari,1 BHK Apartment,30000,750 sq.ft,Unfurnished,1,Missing,0,500 sq.ft,
Jogeshwari,2 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,0,Missing,
Jogeshwari,2 BHK Apartment,30000,1000 sq.ft,Unfurnished,2,2,0,700 sq.ft,
Jogeshwari,1 BHK Apartment,30000,600 sq.ft,Unfurnished,2,2,0,430 sq.ft,
Jogeshwari,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,2,2,Missing,
Jogeshwari,1 BHK Apartment,15000,550 sq.ft,Unfurnished,2,2,1,Missing,Ruaka
Jogeshwari,1 BHK Apartment,30000,660 sq.ft,Unfurnished,1,Missing,1,Missing,
Jogeshwari,1 BHK Apartment,30000,750 sq.ft,Unfurnished,2,2,1,Missing,
Jogeshwari,1 BHK Apartment,30000,660 sq.ft,Unfurnished,2,2,1,Missing,
Jogeshwari,1 BHK Apartment,30000,750 sq.ft,Unfurnished,2,Missing,1,480 sq.ft,
Jogeshwari,1 BHK Apartment,30000,570 sq.ft,Unfurnished,2,2,1,440 sq.ft,
Jogeshwari,1 BHK Apartment,30000,750 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,30000,750 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,30000,660 sq.ft,Unfurnished,2,2,2,Missing,
Jogeshwari,2 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,30000,750 sq.ft,Unfurnished,2,2,2,Missing,
Jogeshwari,1 BHK Apartment,30000,540 sq.ft,Unfurnished,1,Missing,0,Missing,
Jogeshwari,1 BHK Apartment,30000,750 sq.ft,Unfurnished,1,Missing,0,460 sq.ft,
Jogeshwari,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,2,2,Missing,
Jogeshwari,1 BHK Apartment,30000,700 sq.ft,Unfurnished,1,Missing,0,470 sq.ft,
Jogeshwari,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Jogeshwari,2 BHK Apartment,30000,830 sq.ft,Unfurnished,2,2,0,Missing,
Jogeshwari,1 BHK Apartment,30000,575 sq.ft,Unfurnished,1,Missing,1,415 sq.ft,
Jogeshwari,1 BHK Apartment,30000,550 sq.ft,Unfurnished,1,Missing,1,Missing,
Jogeshwari,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,Missing,2,575 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,15000,550 sq.ft,Unfurnished,1,Missing,1,375 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,30000,900 sq.ft,Unfurnished,1,Missing,0,650 sq.ft,
Jogeshwari,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,1,500 sq.ft,
Jogeshwari,1 BHK Apartment,30000,450 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Jogeshwari,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,Missing,0,410 sq.ft,
Jogeshwari,2 BHK Apartment,30000,675 sq.ft,Unfurnished,2,1,0,Missing,
Jogeshwari,2 BHK Apartment,30000,750 sq.ft,Unfurnished,1,Missing,0,Missing,
Jogeshwari,1 BHK Apartment,15000,550 sq.ft,Unfurnished,Missing,Missing,0,Missing,Ruaka
Jogeshwari,1 BHK Apartment,30000,550 sq.ft,Unfurnished,1,Missing,0,425 sq.ft,
Jogeshwari,2 BHK Apartment,18000,750 sq.ft,Unfurnished,2,3,2,620 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,30000,488 sq.ft,Unfurnished,1,Missing,0,406 sq.ft,
Jogeshwari,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,0,406 sq.ft,
Jogeshwari,2 BHK Apartment,18000,840 sq.ft,Unfurnished,2,3,3,730 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,30000,550 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Khar,1 BHK Apartment,15000,550 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,Ruaka
Khar,1 RK Apartment,13000,350 sq.ft,Unfurnished,Missing,Missing,0,Missing,Ruaka
Kurla,1 BHK Apartment,30000,600 sq.ft,Unfurnished,2,Missing,0,485 sq.ft,
Kurla,1 BHK Apartment,30000,640 sq.ft,Unfurnished,1,Missing,0,430 sq.ft,
Kurla,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,1,0,430 sq.ft,Ruaka
Kurla,2 BHK Apartment,30000,700 sq.ft,Unfurnished,2,2,1,550 sq.ft,
Kurla,1 BHK Apartment,30000,650 sq.ft,Unfurnished,1,Missing,1,478 sq.ft,
Kurla,1 BHK Apartment,30000,700 sq.ft,Unfurnished,1,Missing,0,380 sq.ft,
Kurla,2 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,1,600 sq.ft,
Kurla,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Kurla,1 BHK Apartment,30000,590 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Kurla,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Kurla,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Kurla,1 BHK Apartment,15000,610 sq.ft,Unfurnished,1,1,2,410 sq.ft,Ruaka
Kurla,1 BHK Apartment,15000,610 sq.ft,Unfurnished,1,1,2,410 sq.ft,Ruaka
Kurla,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0,485 sq.ft,
Kurla,1 BHK Apartment,30000,650 sq.ft,Unfurnished,1,Missing,0,485 sq.ft,
Kurla,1 BHK Apartment,30000,550 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Kurla,1 BHK Apartment,30000,550 sq.ft,Unfurnished,2,Missing,0,460 sq.ft,
Kurla,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,1,480 sq.ft,
Kurla,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Kurla,1 BHK Apartment,30000,560 sq.ft,Unfurnished,1,Missing,0,440 sq.ft,
Kurla,1 BHK Apartment,30000,680 sq.ft,Unfurnished,1,Missing,0,480 sq.ft,
Kurla,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,1,472 sq.ft,
Kurla,1 BHK Apartment,30000,710 sq.ft,Unfurnished,2,Missing,1,476 sq.ft,
Kurla,1 BHK Apartment,30000,750 sq.ft,Unfurnished,2,1,0,450 sq.ft,
Kurla,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Kurla,1 BHK Apartment,30000,550 sq.ft,Unfurnished,1,Missing,0,405 sq.ft,
Kurla,1 BHK Apartment,15000,530 sq.ft,Unfurnished,2,Missing,0,440 sq.ft,Ruaka
Kurla,2 BHK Apartment,30000,1230 sq.ft,Unfurnished,2,2,2,700 sq.ft,
Lalbaug,1 RK Apartment,13000,500 sq.ft,Unfurnished,1,3,2,420 sq.ft,Ruaka
Lalbaug,1 BHK Apartment,30000,355 sq.ft,Unfurnished,1,Missing,0,Missing,
Mahalakshmi,1 BHK Apartment,15000,300 sq.ft,Unfurnished,1,Missing,0,250 sq.ft,Ruaka
Mahim,1 RK Apartment,13000,270 sq.ft,Unfurnished,1,Missing,0,225 sq.ft,Ruaka
Mahim,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Mahim,1 BHK Apartment,15000,300 sq.ft,Unfurnished,1,1,1,280 sq.ft,Ruaka
Malad,1 BHK Apartment,15000,650 sq.ft,Unfurnished,1,Missing,0,425 sq.ft,Ruaka
Malad,2 BHK Apartment,30000,750 sq.ft,Unfurnished,1,Missing,0,750 sq.ft,
Malad,2 BHK Apartment,18000,850 sq.ft,Unfurnished,2,2,1,600 sq.ft,Ruaka
Malad,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,Ruaka
Malad,2 BHK Apartment,30000,615 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Malad,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,0,470 sq.ft,Ruaka
Malad,2 BHK Apartment,18000,850 sq.ft,Unfurnished,2,1,2,700 sq.ft,Ruaka
Malad,1 BHK Apartment,15000,550 sq.ft,Unfurnished,2,Missing,0,430 sq.ft,Ruaka
Malad,2 BHK Apartment,30000,750 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Malad,2 BHK Apartment,30000,750 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Malad,2 BHK Apartment,30000,777 sq.ft,Unfurnished,2,Missing,1,666 sq.ft,
Malad,2 BHK Apartment,18000,555 sq.ft,Unfurnished,2,Missing,1,Missing,Ruaka
Malad,2 BHK Apartment,30000,740 sq.ft,Unfurnished,2,Missing,1,620 sq.ft,
Malad,2 BHK Apartment,30000,900 sq.ft,Unfurnished,2,Missing,0,600 sq.ft,
Malad,2 BHK Apartment,18000,680 sq.ft,Unfurnished,2,1,1,570 sq.ft,Ruaka
Malad,2 BHK Apartment,30000,850 sq.ft,Unfurnished,2,3,2,Missing,
Malad,1 BHK Apartment,15000,610 sq.ft,Unfurnished,1,Missing,0,410 sq.ft,Ruaka
Malad,1 RK Apartment,13000,550 sq.ft,Unfurnished,1,Missing,1,460 sq.ft,Ruaka
Malad,2 BHK Apartment,30000,720 sq.ft,Unfurnished,2,Missing,1,480 sq.ft,
Malad,1 BHK Apartment,15000,560 sq.ft,Unfurnished,2,Missing,1,Missing,Ruaka
Marine Drive,1 RK Apartment,13000,200 sq.ft,Unfurnished,Missing,Missing,0,180 sq.ft,Ruaka
Marine Drive,1 RK Apartment,13000,300 sq.ft,Unfurnished,Missing,Missing,0,250 sq.ft,Ruaka
Marine Drive,1 RK Apartment,13000,200 sq.ft,Unfurnished,Missing,Missing,0,180 sq.ft,Ruaka
Marine Drive,1 RK Apartment,13000,1800 sq.ft,Unfurnished,1,Missing,0,Missing,Ruaka
